Region,Category,Technology,Type,Scenario,Year,Value,2025,2030,2035,2040,2045,2050
AT,Power,RES_Wind_Onshore_Avg,NewCapacity,SocietalCommitment_globalLimit,,,,0.631862207,,6.593330966,,
AT,Power,RES_Wind_Onshore_Avg,ResidualCapacity,SocietalCommitment_globalLimit,2.57453753,2.537382861,2.412484098,1.418749276,1.245822961,,,
AT,Power,RES_Wind_Onshore_Avg,TotalCapacity,SocietalCommitment_globalLimit,2.57453753,2.537382861,2.412484098,2.050611483,1.877685168,7.225193173,7.225193173,7.225193173
AT,Power,RES_Wind_Onshore_Opt,NewCapacity,SocietalCommitment_globalLimit,,,9.923333333,9.868424293,0.05490904,,,9.923333333
AT,Power,RES_Wind_Onshore_Opt,TotalCapacity,SocietalCommitment_globalLimit,,,9.923333333,19.79175763,19.84666667,19.84666667,19.84666667,19.84666667
AT,Industry,HLI_Gas_Boiler,NewCapacity,SocietalCommitment_globalLimit,,,0.305276669,1.259092303,0.235024242,,,
AT,Industry,HLI_Gas_Boiler,ResidualCapacity,SocietalCommitment_globalLimit,6.0147,5.4133,4.1954,2.5173,1.2587,0.5035,0.1007,
AT,Industry,HLI_Gas_Boiler,TotalCapacity,SocietalCommitment_globalLimit,6.0147,5.4133,4.500676669,4.081668972,3.058093214,2.302893214,1.900093214,1.799393214
AT,Industry,HLI_Biomass,NewCapacity,SocietalCommitment_globalLimit,,,,0.151753596,0.107184365,0.042656794,0.006383949,
AT,Industry,HLI_Biomass,ResidualCapacity,SocietalCommitment_globalLimit,0.9035,0.8132,0.6303,0.3782,0.1891,0.0757,0.0152,
AT,Industry,HLI_Biomass,TotalCapacity,SocietalCommitment_globalLimit,0.9035,0.8132,0.6303,0.529953596,0.448037961,0.377294755,0.323178704,0.307978704
AT,Industry,HLI_Hardcoal,ResidualCapacity,SocietalCommitment_globalLimit,0.0553,0.0498,0.0386,0.0232,0.0116,0.0047,0.001,
AT,Industry,HLI_Hardcoal,TotalCapacity,SocietalCommitment_globalLimit,0.0553,0.0498,0.0386,0.0232,0.0116,0.0047,0.001,
AT,Industry,HLI_Direct_Electric,NewCapacity,SocietalCommitment_globalLimit,,0.0043,0.117316735,0.413427498,0.845170291,,,
AT,Industry,HLI_Direct_Electric,ResidualCapacity,SocietalCommitment_globalLimit,0.0439,0.0396,0.0307,0.0185,0.0093,0.0038,0.0008,
AT,Industry,HLI_Direct_Electric,TotalCapacity,SocietalCommitment_globalLimit,0.0439,0.0439,0.152316735,0.553544233,1.389514525,1.384014525,1.381014525,1.375914525
AT,Industry,HLI_Oil_Boiler,ResidualCapacity,SocietalCommitment_globalLimit,0.2818,0.2537,0.1967,0.1181,0.0591,0.0237,0.0048,
AT,Industry,HLI_Oil_Boiler,TotalCapacity,SocietalCommitment_globalLimit,0.2818,0.2537,0.1967,0.1181,0.0591,0.0237,0.0048,
AT,Industry,HMI_Gas,NewCapacity,SocietalCommitment_globalLimit,,,,3.077517014,,,,
AT,Industry,HMI_Gas,ResidualCapacity,SocietalCommitment_globalLimit,17.0363,15.3327,11.8829,7.1298,3.5649,1.426,0.2852,
AT,Industry,HMI_Gas,TotalCapacity,SocietalCommitment_globalLimit,17.0363,15.3327,11.8829,10.20731701,6.642417014,4.503517014,3.362717014,3.077517014
AT,Industry,HMI_Biomass,NewCapacity,SocietalCommitment_globalLimit,,,,0.238353254,0.212754285,,0.01749311,
AT,Industry,HMI_Biomass,ResidualCapacity,SocietalCommitment_globalLimit,0.9128,0.8216,0.6368,0.3821,0.1911,0.0765,0.0153,
AT,Industry,HMI_Biomass,TotalCapacity,SocietalCommitment_globalLimit,0.9128,0.8216,0.6368,0.620453254,0.642207539,0.527607539,0.48390065,0.46860065
AT,Industry,HMI_HardCoal,ResidualCapacity,SocietalCommitment_globalLimit,0.1309,0.1179,0.0914,0.0549,0.0275,0.011,0.0022,
AT,Industry,HMI_HardCoal,TotalCapacity,SocietalCommitment_globalLimit,0.1309,0.1179,0.0914,0.0549,0.0275,0.011,0.0022,
AT,Industry,HMI_Steam_Electric,NewCapacity,SocietalCommitment_globalLimit,,0.0011,1.043369845,4.821088862,,2.928823566,0.445552768,
AT,Industry,HMI_Steam_Electric,ResidualCapacity,SocietalCommitment_globalLimit,0.0111,0.01,0.0078,0.0047,0.0024,0.001,,
AT,Industry,HMI_Steam_Electric,TotalCapacity,SocietalCommitment_globalLimit,0.0111,0.0111,1.052269845,5.870258708,5.867958708,8.795382273,9.239935042,9.239935042
AT,Industry,HMI_Oil,ResidualCapacity,SocietalCommitment_globalLimit,0.1732,0.1559,0.1209,0.0726,0.0363,0.0146,0.003,
AT,Industry,HMI_Oil,TotalCapacity,SocietalCommitment_globalLimit,0.1732,0.1559,0.1209,0.0726,0.0363,0.0146,0.003,
AT,Industry,HHI_BF_BOF,ResidualCapacity,SocietalCommitment_globalLimit,7.6782,6.9104,5.3556,3.2134,1.6067,0.6427,0.1286,
AT,Industry,HHI_BF_BOF,TotalCapacity,SocietalCommitment_globalLimit,7.6782,6.9104,5.3556,3.2134,1.6067,0.6427,0.1286,
AT,Industry,HHI_DRI_EAF,ResidualCapacity,SocietalCommitment_globalLimit,0.8143,0.7329,0.568,0.3408,0.1704,0.0682,0.0137,
AT,Industry,HHI_DRI_EAF,TotalCapacity,SocietalCommitment_globalLimit,0.8143,0.7329,0.568,0.3408,0.1704,0.0682,0.0137,
AT,Industry,HHI_Scrap_EAF,NewCapacity,SocietalCommitment_globalLimit,,,0.421938975,1.679638095,0.297122021,0.758318692,,
AT,Industry,HHI_Scrap_EAF,ResidualCapacity,SocietalCommitment_globalLimit,0.1832,0.1649,0.1278,0.0767,0.0384,0.0154,0.0031,
AT,Industry,HHI_Scrap_EAF,TotalCapacity,SocietalCommitment_globalLimit,0.1832,0.1649,0.549738975,2.178277069,2.43709909,3.172417782,3.160117782,2.735078807
AT,Industry,HHI_Molten_Electrolysis,NewCapacity,SocietalCommitment_globalLimit,,,,0.155538314,0.24225812,0.230656184,0.201811704,0.186076229
AT,Industry,HHI_Molten_Electrolysis,TotalCapacity,SocietalCommitment_globalLimit,,,,0.155538314,0.397796434,0.628452617,0.830264321,1.01634055
AT,Industry,HLI_H2_Boiler,NewCapacity,SocietalCommitment_globalLimit,,,,,,1.060870465,0.395353624,0.294926967
AT,Industry,HLI_H2_Boiler,TotalCapacity,SocietalCommitment_globalLimit,,,,,,1.060870465,1.456224088,1.751151056
AT,Buildings,HLR_Gas_Boiler,NewCapacity,SocietalCommitment_globalLimit,,,,,2.1052114,,,0.661105388
AT,Buildings,HLR_Gas_Boiler,ResidualCapacity,SocietalCommitment_globalLimit,21.8238,19.6415,15.2222,9.1334,4.5667,1.8267,0.3654,
AT,Buildings,HLR_Gas_Boiler,TotalCapacity,SocietalCommitment_globalLimit,21.8238,19.6415,15.2222,9.1334,6.6719114,3.9319114,2.4706114,2.766316788
AT,Buildings,HLR_Biomass,NewCapacity,SocietalCommitment_globalLimit,,,,0.330655975,0.254116604,0.116490609,,
AT,Buildings,HLR_Biomass,ResidualCapacity,SocietalCommitment_globalLimit,2.0737,1.8664,1.4465,0.8679,0.434,0.1736,0.0348,
AT,Buildings,HLR_Biomass,TotalCapacity,SocietalCommitment_globalLimit,2.0737,1.8664,1.4465,1.198555975,1.018772579,0.874863188,0.736063188,0.701263188
AT,Buildings,HLR_Hardcoal,ResidualCapacity,SocietalCommitment_globalLimit,0.0194,0.0175,0.0136,0.0082,0.0041,0.0017,0.0004,
AT,Buildings,HLR_Hardcoal,TotalCapacity,SocietalCommitment_globalLimit,0.0194,0.0175,0.0136,0.0082,0.0041,0.0017,0.0004,
AT,Buildings,HLR_Direct_Electric,NewCapacity,SocietalCommitment_globalLimit,,0.163449408,,0.405757668,0.257086465,0.338518037,,
AT,Buildings,HLR_Direct_Electric,ResidualCapacity,SocietalCommitment_globalLimit,0.5925,0.5333,0.4134,0.2481,0.1241,0.0497,0.01,
AT,Buildings,HLR_Direct_Electric,TotalCapacity,SocietalCommitment_globalLimit,0.5925,0.696749408,0.576849408,0.817307076,0.95039354,1.214511577,1.174811577,1.001362169
AT,Buildings,HLR_Heatpump_Aerial,NewCapacity,SocietalCommitment_globalLimit,,2.382895166,1.883233847,,0.533407698,1.148933879,0.737367767,
AT,Buildings,HLR_Heatpump_Aerial,TotalCapacity,SocietalCommitment_globalLimit,,2.382895166,4.266129013,4.266129013,4.79953671,5.94847059,4.302943192,2.419709344
AT,Buildings,HLR_Heatpump_Ground,NewCapacity,SocietalCommitment_globalLimit,,,,1.67568729,0.696773858,0.533115197,,
AT,Buildings,HLR_Heatpump_Ground,TotalCapacity,SocietalCommitment_globalLimit,,,,1.67568729,2.372461147,2.905576344,2.905576344,2.905576344
AT,Buildings,HLR_Oil_Boiler,ResidualCapacity,SocietalCommitment_globalLimit,1.4987,1.3489,1.0454,0.6273,0.3137,0.1255,0.0251,
AT,Buildings,HLR_Oil_Boiler,TotalCapacity,SocietalCommitment_globalLimit,1.4987,1.3489,1.0454,0.6273,0.3137,0.1255,0.0251,
AT,Buildings,HLR_H2_Boiler,NewCapacity,SocietalCommitment_globalLimit,,,,,,0.449023214,1.391451664,
AT,Buildings,HLR_H2_Boiler,TotalCapacity,SocietalCommitment_globalLimit,,,,,,0.449023214,1.840474878,1.840474878
AT,Transportation,D_CAES,NewCapacity,SocietalCommitment_globalLimit,,,,,,5.151778435,,
AT,Transportation,D_CAES,TotalCapacity,SocietalCommitment_globalLimit,,,,,,5.151778435,5.151778435,5.151778435
AT,Transportation,FRT_Rail_Conv,ResidualCapacity,SocietalCommitment_globalLimit,42.257,31.6928,22.185,13.311,6.6555,2.6622,,
AT,Transportation,FRT_Rail_Conv,TotalCapacity,SocietalCommitment_globalLimit,42.257,31.6928,22.185,13.311,6.6555,2.6622,,
AT,Transportation,FRT_Rail_Electric,NewCapacity,SocietalCommitment_globalLimit,,,,3.22124784,15.29289005,9.232204707,6.587480353,
AT,Transportation,FRT_Rail_Electric,ResidualCapacity,SocietalCommitment_globalLimit,98.5997,73.9498,51.7649,31.0589,15.5295,6.2118,,
AT,Transportation,FRT_Rail_Electric,TotalCapacity,SocietalCommitment_globalLimit,98.5997,73.9498,51.7649,34.28014784,34.04363789,33.9581426,34.33382295,34.33382295
AT,Transportation,FRT_Road_BEV,NewCapacity,SocietalCommitment_globalLimit,0.384023174,2.161501914,,,,,1.836345421,
AT,Transportation,FRT_Road_BEV,TotalCapacity,SocietalCommitment_globalLimit,0.384023174,2.545525088,2.545525088,2.545525088,2.545525088,2.161501914,1.836345421,1.836345421
AT,Transportation,FRT_Road_H2,NewCapacity,SocietalCommitment_globalLimit,,,,14.23871559,12.98184486,0.212645754,,
AT,Transportation,FRT_Road_H2,TotalCapacity,SocietalCommitment_globalLimit,,,,14.23871559,27.22056045,27.43320621,27.43320621,27.43320621
AT,Transportation,FRT_Road_ICE,ResidualCapacity,SocietalCommitment_globalLimit,169.9995,127.4996,89.2497,53.5498,26.7749,10.71,,
AT,Transportation,FRT_Road_ICE,TotalCapacity,SocietalCommitment_globalLimit,169.9995,127.4996,89.2497,53.5498,26.7749,10.71,,
AT,Transportation,FRT_Road_PHEV,NewCapacity,SocietalCommitment_globalLimit,,,,1.963251865,,,,
AT,Transportation,FRT_Road_PHEV,TotalCapacity,SocietalCommitment_globalLimit,,,,1.963251865,1.963251865,1.963251865,1.963251865,1.963251865
AT,Transportation,FRT_Ship_Bio,NewCapacity,SocietalCommitment_globalLimit,,,,2.431688421,,,,
AT,Transportation,FRT_Ship_Bio,TotalCapacity,SocietalCommitment_globalLimit,,,,2.431688421,2.431688421,2.431688421,2.431688421,2.431688421
AT,Transportation,FRT_Ship_Conv,ResidualCapacity,SocietalCommitment_globalLimit,12.9524,9.7143,6.8,4.08,2.04,0.816,,
AT,Transportation,FRT_Ship_Conv,TotalCapacity,SocietalCommitment_globalLimit,12.9524,9.7143,6.8,4.08,2.04,0.816,,
AT,Transportation,PSNG_Air_Conv,ResidualCapacity,SocietalCommitment_globalLimit,16.6971,12.5228,8.766,5.2596,2.6298,1.0519,,
AT,Transportation,PSNG_Air_Conv,TotalCapacity,SocietalCommitment_globalLimit,16.6971,12.5228,8.766,5.2596,2.6298,1.0519,,
AT,Transportation,PSNG_Air_H2,NewCapacity,SocietalCommitment_globalLimit,,0.066976347,,,,1.702085315,,
AT,Transportation,PSNG_Air_H2,TotalCapacity,SocietalCommitment_globalLimit,,0.066976347,0.066976347,0.066976347,0.066976347,1.702085315,1.702085315,1.702085315
AT,Transportation,PSNG_Rail_Conv,ResidualCapacity,SocietalCommitment_globalLimit,26.7154,20.0366,14.0256,8.4154,4.2077,1.6831,,
AT,Transportation,PSNG_Rail_Conv,TotalCapacity,SocietalCommitment_globalLimit,26.7154,20.0366,14.0256,8.4154,4.2077,1.6831,,
AT,Transportation,PSNG_Rail_Electric,NewCapacity,SocietalCommitment_globalLimit,,,,0.610668449,10.37001265,7.219227995,4.50336508,1.073300997
AT,Transportation,PSNG_Rail_Electric,ResidualCapacity,SocietalCommitment_globalLimit,62.3359,46.7519,32.7263,19.6358,9.8179,3.9272,,
AT,Transportation,PSNG_Rail_Electric,TotalCapacity,SocietalCommitment_globalLimit,62.3359,46.7519,32.7263,20.24646845,20.7985811,22.12710909,22.70327417,23.77657517
AT,Transportation,PSNG_Road_BEV,NewCapacity,SocietalCommitment_globalLimit,,5.812649712,14.69302626,15.58306559,26.07008599,2.094503251,5.926924096,8.131878752
AT,Transportation,PSNG_Road_BEV,TotalCapacity,SocietalCommitment_globalLimit,,5.812649712,20.50567597,36.08874156,62.15882755,58.44068109,49.67457893,42.22339209
AT,Transportation,PSNG_Road_H2,NewCapacity,SocietalCommitment_globalLimit,,,,,,,4.674374798,2.825961129
AT,Transportation,PSNG_Road_H2,TotalCapacity,SocietalCommitment_globalLimit,,,,,,,4.674374798,7.500335927
AT,Transportation,PSNG_Road_ICE,ResidualCapacity,SocietalCommitment_globalLimit,450.8216,338.1162,236.6813,142.0088,71.0044,28.4018,,
AT,Transportation,PSNG_Road_ICE,TotalCapacity,SocietalCommitment_globalLimit,450.8216,338.1162,236.6813,142.0088,71.0044,28.4018,,
AT,Transportation,PSNG_Road_PHEV,NewCapacity,SocietalCommitment_globalLimit,,0.92534505,2.409231706,,,,,2.04784695
AT,Transportation,PSNG_Road_PHEV,TotalCapacity,SocietalCommitment_globalLimit,,0.92534505,3.334576756,3.334576756,3.334576756,3.334576756,2.409231706,2.04784695
AT,Resources,A_Rooftop_Commercial,NewCapacity,SocietalCommitment_globalLimit,,,,,7.647009975,41.97784396,,
AT,Resources,A_Rooftop_Commercial,TotalCapacity,SocietalCommitment_globalLimit,,,,,7.647009975,49.62485393,49.62485393,49.62485393
AT,Resources,A_Rooftop_Residential,NewCapacity,SocietalCommitment_globalLimit,,,,,,53.46264338,,
AT,Resources,A_Rooftop_Residential,TotalCapacity,SocietalCommitment_globalLimit,,,,,,53.46264338,53.46264338,53.46264338
AT,Resources,Z_Import_Oil,NewCapacity,SocietalCommitment_globalLimit,,,,,,1.235604103,,
AT,Resources,Z_Import_Oil,TotalCapacity,SocietalCommitment_globalLimit,,,,,,1.235604103,,
AT,Resources,RES_Grass,NewCapacity,SocietalCommitment_globalLimit,12.22378128,1.32805296,,0.21310812,1.374071873,,24.43064693,
AT,Resources,RES_Grass,TotalCapacity,SocietalCommitment_globalLimit,12.22378128,13.55183424,13.55183424,13.76494236,15.13901423,15.13901423,39.56966116,39.56966116
AT,Resources,RES_Wood,NewCapacity,SocietalCommitment_globalLimit,4.58391798,0.49801986,0.037607315,0.04230823,0.136801597,,5.300361402,
AT,Resources,RES_Wood,TotalCapacity,SocietalCommitment_globalLimit,4.58391798,5.08193784,5.119545155,5.161853385,5.298654982,5.298654982,10.59901638,10.59901638
AT,Resources,RES_Residues,NewCapacity,SocietalCommitment_globalLimit,85.56646896,9.29637072,0.702003219,0.789753621,9.618503112,,205.2098156,
AT,Resources,RES_Residues,TotalCapacity,SocietalCommitment_globalLimit,85.56646896,94.86283968,95.5648429,96.35459652,105.9730996,105.9730996,311.1829152,311.1829152
AT,Resources,RES_Paper_Cardboard,NewCapacity,SocietalCommitment_globalLimit,6.11189064,,,,1.161442245,,6.85868896,
AT,Resources,RES_Paper_Cardboard,TotalCapacity,SocietalCommitment_globalLimit,6.11189064,6.11189064,6.11189064,6.11189064,7.273332885,7.273332885,14.13202184,14.13202184
AT,Resources,RES_Roundwood,NewCapacity,SocietalCommitment_globalLimit,42.78323448,,,,,,,
AT,Resources,RES_Roundwood,TotalCapacity,SocietalCommitment_globalLimit,42.78323448,42.78323448,42.78323448,42.78323448,42.78323448,42.78323448,42.78323448,42.78323448
AT,Storages,D_Battery_Li-Ion,NewCapacity,SocietalCommitment_globalLimit,,,,,1.411181219,,0.316489524,1.152030608
AT,Storages,D_Battery_Li-Ion,TotalCapacity,SocietalCommitment_globalLimit,,,,,1.411181219,1.411181219,1.727670743,1.468520132
AT,Storages,D_Gas_H2,NewCapacity,SocietalCommitment_globalLimit,,,,8.215862768,,,,
AT,Storages,D_Gas_H2,TotalCapacity,SocietalCommitment_globalLimit,,,,8.215862768,8.215862768,8.215862768,8.215862768,8.215862768
AT,Storages,D_Heat_HLR,NewCapacity,SocietalCommitment_globalLimit,,0.027197874,1.336890144,3.070460876,0.151601991,,,
AT,Storages,D_Heat_HLR,TotalCapacity,SocietalCommitment_globalLimit,,0.027197874,1.364088018,4.434548894,4.586150885,4.586150885,4.586150885,4.558953011
AT,Storages,D_PHS,NewCapacity,SocietalCommitment_globalLimit,,,,,,4.147930429,,
AT,Storages,D_PHS,ResidualCapacity,SocietalCommitment_globalLimit,3.175,3.175,3.175,3.175,3.175,3.175,3.175,3.175
AT,Storages,D_PHS,TotalCapacity,SocietalCommitment_globalLimit,3.175,3.175,3.175,3.175,3.175,7.322930429,7.322930429,7.322930429
AT,Storages,D_CAES,NewCapacity,SocietalCommitment_globalLimit,,,,,,5.151778435,,
AT,Storages,D_CAES,TotalCapacity,SocietalCommitment_globalLimit,,,,,,5.151778435,5.151778435,5.151778435
AT,Transformation,X_Electrolysis,NewCapacity,SocietalCommitment_globalLimit,,,,,,6.499241242,0.512946859,
AT,Transformation,X_Electrolysis,TotalCapacity,SocietalCommitment_globalLimit,,,,,,6.499241242,7.012188101,7.012188101
BE,Power,P_Biomass,NewCapacity,SocietalCommitment_globalLimit,,0.370580009,,,,,,
BE,Power,P_Biomass,ResidualCapacity,SocietalCommitment_globalLimit,1.178,0.247437366,0.247437366,0.226706711,0.226455676,0.21821848,0.180197164,0.06375486
BE,Power,P_Biomass,TotalCapacity,SocietalCommitment_globalLimit,1.178,0.618017374,0.618017374,0.59728672,0.597035685,0.588798489,0.550777173,0.434334869
BE,Power,P_Coal_Hardcoal,ResidualCapacity,SocietalCommitment_globalLimit,2.09,1.5675,1.175625,0.88171875,0.661289063,0.495966797,,
BE,Power,P_Coal_Hardcoal,TotalCapacity,SocietalCommitment_globalLimit,2.09,1.5675,1.175625,0.88171875,0.661289063,0.495966797,,
BE,Power,P_Gas,ResidualCapacity,SocietalCommitment_globalLimit,5.439,5.049740357,4.981730027,4.854718945,4.022800539,2.446257722,1.740593032,0.825462079
BE,Power,P_Gas,TotalCapacity,SocietalCommitment_globalLimit,5.439,5.049740357,4.981730027,4.854718945,4.022800539,2.446257722,1.740593032,0.825462079
BE,Power,P_Nuclear,ResidualCapacity,SocietalCommitment_globalLimit,5.06,5.06,3.500069056,3.500069056,,,,
BE,Power,P_Nuclear,TotalCapacity,SocietalCommitment_globalLimit,5.06,5.06,3.500069056,3.500069056,,,,
BE,Power,P_Oil,ResidualCapacity,SocietalCommitment_globalLimit,1.82,1.710033478,1.710033478,1.706072522,0.005269963,0.00022454,,
BE,Power,P_Oil,TotalCapacity,SocietalCommitment_globalLimit,1.82,1.710033478,1.710033478,1.706072522,0.005269963,0.00022454,,
BE,Power,RES_Hydro_Large,ResidualCapacity,SocietalCommitment_globalLimit,1.308000333,1.308000333,1.308000333,1.308000333,1.308000333,1.308000333,1.308000333,1.308000333
BE,Power,RES_Hydro_Large,TotalCapacity,SocietalCommitment_globalLimit,1.308000333,1.308000333,1.308000333,1.308000333,1.308000333,1.308000333,1.308000333,1.308000333
BE,Power,RES_Hydro_Small,ResidualCapacity,SocietalCommitment_globalLimit,0.119166667,0.111712709,0.111584915,0.101597621,0.090751206,0.090751206,0.090751206,0.090751206
BE,Power,RES_Hydro_Small,TotalCapacity,SocietalCommitment_globalLimit,0.119166667,0.111712709,0.111584915,0.101597621,0.090751206,0.090751206,0.090751206,0.090751206
BE,Power,RES_PV_Rooftop_Commercial,NewCapacity,SocietalCommitment_globalLimit,,,,9.440120928,,,,
BE,Power,RES_PV_Rooftop_Commercial,TotalCapacity,SocietalCommitment_globalLimit,,,,9.440120928,9.440120928,9.440120928,9.440120928,9.440120928
BE,Power,RES_PV_Rooftop_Residential,NewCapacity,SocietalCommitment_globalLimit,,,,4.469843661,3.908065488,1.792273301,,
BE,Power,RES_PV_Rooftop_Residential,TotalCapacity,SocietalCommitment_globalLimit,,,,4.469843661,8.377909149,10.17018245,10.17018245,10.17018245
BE,Power,RES_PV_Utility_Avg,NewCapacity,SocietalCommitment_globalLimit,,,,,3.341294915,6.321174146,2.97987923,
BE,Power,RES_PV_Utility_Avg,ResidualCapacity,SocietalCommitment_globalLimit,3.180666667,2.859995385,2.859995385,2.859995385,1.078257913,,,
BE,Power,RES_PV_Utility_Avg,TotalCapacity,SocietalCommitment_globalLimit,3.180666667,2.859995385,2.859995385,2.859995385,4.419552829,9.662469061,12.64234829,12.64234829
BE,Power,RES_PV_Utility_Opt,NewCapacity,SocietalCommitment_globalLimit,,,,6.321174146,6.321174146,,,
BE,Power,RES_PV_Utility_Opt,TotalCapacity,SocietalCommitment_globalLimit,,,,6.321174146,12.64234829,12.64234829,12.64234829,12.64234829
BE,Power,RES_Wind_Offshore_Transitional,NewCapacity,SocietalCommitment_globalLimit,,,,,0.138807588,0.640392982,,
BE,Power,RES_Wind_Offshore_Transitional,ResidualCapacity,SocietalCommitment_globalLimit,0.79245,0.79245,0.79245,0.79245,0.534774912,,,
BE,Power,RES_Wind_Offshore_Transitional,TotalCapacity,SocietalCommitment_globalLimit,0.79245,0.79245,0.79245,0.79245,0.6735825,0.779200569,0.779200569,0.779200569
BE,Power,RES_Wind_Offshore_Deep,NewCapacity,SocietalCommitment_globalLimit,,,,,,1.971666667,,
BE,Power,RES_Wind_Offshore_Deep,TotalCapacity,SocietalCommitment_globalLimit,,,,,,1.971666667,1.971666667,1.971666667
BE,Power,RES_Wind_Onshore_Avg,NewCapacity,SocietalCommitment_globalLimit,,0.016330684,2.655772684,3.835,0.751211475,0.411685156,0.016330684,2.655772684
BE,Power,RES_Wind_Onshore_Avg,ResidualCapacity,SocietalCommitment_globalLimit,1.384416667,1.368085982,1.355613897,1.162896632,0.411685156,,,
BE,Power,RES_Wind_Onshore_Avg,TotalCapacity,SocietalCommitment_globalLimit,1.384416667,1.384416667,4.027717265,7.67,7.67,7.67,7.67,7.67
BE,Power,RES_Wind_Onshore_Inf,NewCapacity,SocietalCommitment_globalLimit,,,,,2.45476815,3.835,1.38023185,
BE,Power,RES_Wind_Onshore_Inf,TotalCapacity,SocietalCommitment_globalLimit,,,,,2.45476815,6.28976815,7.67,7.67
BE,Power,RES_Wind_Onshore_Opt,NewCapacity,SocietalCommitment_globalLimit,,3.835,3.835,,,,3.835,3.835
BE,Power,RES_Wind_Onshore_Opt,TotalCapacity,SocietalCommitment_globalLimit,,3.835,7.67,7.67,7.67,7.67,7.67,7.67
BE,Industry,HLI_Gas_Boiler,NewCapacity,SocietalCommitment_globalLimit,,,0.213575571,1.758200236,0.675914474,,,
BE,Industry,HLI_Gas_Boiler,ResidualCapacity,SocietalCommitment_globalLimit,6.3286,5.6958,4.4143,2.6486,1.3243,0.5298,0.106,
BE,Industry,HLI_Gas_Boiler,TotalCapacity,SocietalCommitment_globalLimit,6.3286,5.6958,4.627875571,4.620375807,3.971990282,3.177490282,2.753690282,2.647690282
BE,Industry,HLI_Biomass,NewCapacity,SocietalCommitment_globalLimit,,,,0.083632099,0.064385185,0.027212407,0.002315546,
BE,Industry,HLI_Biomass,ResidualCapacity,SocietalCommitment_globalLimit,0.525,0.4725,0.3662,0.2198,0.1099,0.044,0.0088,
BE,Industry,HLI_Biomass,TotalCapacity,SocietalCommitment_globalLimit,0.525,0.4725,0.3662,0.303432099,0.257917284,0.219229691,0.186345238,0.177545238
