Scenario,Technology,2015,2020,2025,2030,2035,2040,2045,2050
TechnoFriendly,Hydro,31.00,29.70,29.70,29.70,29.70,29.70,29.70,29.70
TechnoFriendly,PV, 0.00, 0.00, 2.60, 7.80,10.40,13.00,15.60,15.60
TechnoFriendly,Thermal, 1.75, 1.61, 1.46, 1.34, 1.28, 1.13, 1.13, 0.25
TechnoFriendly,Wind Offshore Deep, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.08, 7.08
TechnoFriendly,Wind Offshore Transitional, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.97
TechnoFriendly,Wind Onshore, 1.20, 1.20, 8.16,14.96,14.81,14.68,14.68,12.58
TechnoFriendly,Sum,33.95,32.51,41.93,53.81,56.20,58.52,68.18,66.18
