Region,Category,Technology,Type,Scenario,Year,Value,2025,2030,2035,2040,2045,2050
BE,Power,RES_PV_Rooftop_Residential,NewCapacity,DirectedTransition_globalLimit,,,,,,0.628484655,2.907677574,0.040453669
BE,Power,RES_PV_Rooftop_Residential,TotalCapacity,DirectedTransition_globalLimit,,,,,,0.628484655,3.536162229,3.576615898
BE,Power,RES_PV_Utility_Avg,NewCapacity,DirectedTransition_globalLimit,,0.320671281,1.721886133,6.321174146,3.200358818,1.078257913,0.320671281,1.721886133
BE,Power,RES_PV_Utility_Avg,ResidualCapacity,DirectedTransition_globalLimit,3.180666667,2.859995385,2.859995385,2.859995385,1.078257913,,,
BE,Power,RES_PV_Utility_Avg,TotalCapacity,DirectedTransition_globalLimit,3.180666667,3.180666667,4.9025528,11.22372695,12.64234829,12.64234829,12.64234829,12.64234829
BE,Power,RES_PV_Utility_Inf,NewCapacity,DirectedTransition_globalLimit,,,,,6.321174146,6.321174146,,
BE,Power,RES_PV_Utility_Inf,TotalCapacity,DirectedTransition_globalLimit,,,,,6.321174146,12.64234829,12.64234829,12.64234829
BE,Power,RES_PV_Utility_Opt,NewCapacity,DirectedTransition_globalLimit,,,6.321174146,6.321174146,,,,6.321174146
BE,Power,RES_PV_Utility_Opt,TotalCapacity,DirectedTransition_globalLimit,,,6.321174146,12.64234829,12.64234829,12.64234829,12.64234829,12.64234829
BE,Power,RES_Wind_Offshore_Transitional,NewCapacity,DirectedTransition_globalLimit,,,0.27533526,1.971666667,1.161556494,0.534774912,,0.27533526
BE,Power,RES_Wind_Offshore_Transitional,ResidualCapacity,DirectedTransition_globalLimit,0.79245,0.79245,0.79245,0.79245,0.534774912,,,
BE,Power,RES_Wind_Offshore_Transitional,TotalCapacity,DirectedTransition_globalLimit,0.79245,0.79245,1.06778526,3.039451926,3.943333333,3.943333333,3.943333333,3.943333333
BE,Power,RES_Wind_Offshore_Shallow,NewCapacity,DirectedTransition_globalLimit,,,,1.971666667,1.971666667,,,
BE,Power,RES_Wind_Offshore_Shallow,TotalCapacity,DirectedTransition_globalLimit,,,,1.971666667,3.943333333,3.943333333,3.943333333,3.943333333
BE,Power,RES_Wind_Offshore_Deep,NewCapacity,DirectedTransition_globalLimit,,,1.971666667,1.971666667,,,,1.971666667
BE,Power,RES_Wind_Offshore_Deep,TotalCapacity,DirectedTransition_globalLimit,,,1.971666667,3.943333333,3.943333333,3.943333333,3.943333333,3.943333333
BE,Power,RES_Wind_Onshore_Avg,NewCapacity,DirectedTransition_globalLimit,,0.016330684,3.835,2.655772684,0.751211475,0.411685156,0.016330684,3.835
BE,Power,RES_Wind_Onshore_Avg,ResidualCapacity,DirectedTransition_globalLimit,1.384416667,1.368085982,1.355613897,1.162896632,0.411685156,,,
BE,Power,RES_Wind_Onshore_Avg,TotalCapacity,DirectedTransition_globalLimit,1.384416667,1.384416667,5.206944581,7.67,7.67,7.67,7.67,7.67
BE,Power,RES_Wind_Onshore_Inf,NewCapacity,DirectedTransition_globalLimit,,,,3.835,3.835,,,
BE,Power,RES_Wind_Onshore_Inf,TotalCapacity,DirectedTransition_globalLimit,,,,3.835,7.67,7.67,7.67,7.67
BE,Power,RES_Wind_Onshore_Opt,NewCapacity,DirectedTransition_globalLimit,,3.835,3.835,,,,3.835,3.835
BE,Power,RES_Wind_Onshore_Opt,TotalCapacity,DirectedTransition_globalLimit,,3.835,7.67,7.67,7.67,7.67,7.67,7.67
BE,Industry,HLI_Gas_Boiler,NewCapacity,DirectedTransition_globalLimit,,,0.319471171,0.096073104,,,0.575959815,0.327826996
BE,Industry,HLI_Gas_Boiler,ResidualCapacity,DirectedTransition_globalLimit,6.3286,5.6958,4.4143,2.6486,1.3243,0.5298,0.106,
BE,Industry,HLI_Gas_Boiler,TotalCapacity,DirectedTransition_globalLimit,6.3286,5.6958,4.733771171,3.064144276,1.739844276,0.945344276,1.097504091,1.319331087
BE,Industry,HLI_Biomass,NewCapacity,DirectedTransition_globalLimit,,,,0.083632099,0.064385185,0.027212407,0.002315546,
BE,Industry,HLI_Biomass,ResidualCapacity,DirectedTransition_globalLimit,0.525,0.4725,0.3662,0.2198,0.1099,0.044,0.0088,
BE,Industry,HLI_Biomass,TotalCapacity,DirectedTransition_globalLimit,0.525,0.4725,0.3662,0.303432099,0.257917284,0.219229691,0.186345238,0.177545238
BE,Industry,HLI_Hardcoal,ResidualCapacity,DirectedTransition_globalLimit,0.0523,0.0471,0.0366,0.022,0.011,0.0044,0.0009,
BE,Industry,HLI_Hardcoal,TotalCapacity,DirectedTransition_globalLimit,0.0523,0.0471,0.0366,0.022,0.011,0.0044,0.0009,
BE,Industry,HLI_Direct_Electric,NewCapacity,DirectedTransition_globalLimit,,,0.008871415,0.007855601,0.008535106,,,
