Region,Category,Emission,Technology,Timeslice,Scenario,Year,Value,2025,2030,2035,2040
TR,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,28.19333743,23.16552559,1.101193851,,0.023072408,
TR,Power,CO2,P_Oil,Emissions,SocietalCommitment_globalLimit,1.241069305,1.054908909,,,,
TR,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,11.43526045,10.47845441,11.83765659,4.672129785,3.195254556,
TR,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,1.462599381,0.373134186,0.104054123,0.034716838,0.017369468,
TR,Industry,CO2,HLI_Lignite,Emissions,SocietalCommitment_globalLimit,3.752795185,3.377807,0.296807488,0.010706775,0.02141355,
TR,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.596831347,0.314476485,0.029506751,0.00576153,0.008853536,
TR,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,33.61757849,40.93886495,23.83333556,10.02543691,7.619256385,0.283930793
TR,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,16.2593623,2.488713115,,,,
TR,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,2.56469317,0.327189121,,,,
TR,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,50.76298075,50.10242766,16.72575406,7.091583548,3.522937698,0.894604983
TR,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,0.734076233,,,,0.061545931,0.119938119
TR,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,35.76137982,26.44448425,17.70267506,9.8611183,6.606267215,1.776797555
TR,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,24.25604544,12.37554718,0.359676163,0.719352325,,
TR,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,2.780777788,0.177357784,,,,
TR,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,4.247309598,6.3072027,,,,
TR,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,222.4590863,186.0913357,134.0502868,79.33794818,,
TR,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,8.035662069,7.967230298,6.713978747,
TR,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,2.895840087,2.854006121,2.811521687,0.323225046,,
TR,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,1.611805575,1.540110043,1.237576588,1.033982875,0.857820716,
TR,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.437911728,0.316527997,,,,
TR,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,25.95752376,22.08386978,13.74161616,7.612615942,,
TR,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.106987873,0.337078354,0.319750569,0.307649409,
UK,Power,CO2,P_Coal_Hardcoal,Emissions,SocietalCommitment_globalLimit,58.54980173,48.68543296,28.0291604,,,
UK,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,35.85771247,29.46308708,25.25177991,21.59010737,6.825789934,
UK,Power,CO2,P_Oil,Emissions,SocietalCommitment_globalLimit,14.25351473,12.11548752,,,,
UK,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,9.785452962,9.936664089,9.76599144,7.942331305,3.514731226,
UK,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.805365224,0.452136538,0.031866124,0.019137353,,
UK,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,1.995379184,0.890913519,0.058682061,0.059194803,0.009772644,
UK,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,51.58598696,54.53359518,38.6997662,33.65590025,24.25177416,2.502852441
UK,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,4.657718251,0.237657466,,,,
UK,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,21.65704205,10.10345293,,,,
UK,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,29.21989885,25.0385233,9.893961757,6.269960489,3.213537824,0.480671902
UK,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,1.003359713,0.390279345,,,0.023716725,
UK,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,79.07388251,58.0417395,44.24258376,19.3523635,12.01373087,5.080976217
UK,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,3.107299712,1.942905395,0.301159176,0.180699925,,
UK,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,9.990807247,16.94006795,1.234524395,0.74072068,0.370367894,
UK,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,2.555008114,2.080099658,,,,
UK,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,231.6612831,226.317003,163.0267152,96.48770908,,
UK,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,9.772657874,9.68943383,8.165278319,
UK,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,2.758197086,2.662348283,2.184183339,0.299264509,,
UK,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,3.990452403,3.812951088,3.009977153,2.791488998,2.286858146,
UK,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,1.301000022,0.940378858,,,,
UK,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,78.03575332,66.4046408,41.32007181,22.89059989,,
UK,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.321704998,1.013570865,0.961467438,0.925080103,
NONEU_Balkan,Power,CO2,P_Coal_Lignite,Emissions,SocietalCommitment_globalLimit,33.18456,26.3264176,15.14947304,2.965428766,,
NONEU_Balkan,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,0.05097749,0.041886504,,,0.085604981,
NONEU_Balkan,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,1.047828814,1.102567735,1.438631271,1.369322946,0.659984995,
NONEU_Balkan,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.055354241,0.025457541,0.004419712,0.002651827,,
NONEU_Balkan,Industry,CO2,HLI_Lignite,Emissions,SocietalCommitment_globalLimit,0.229737489,0.206846979,0.018214259,0.01094743,,
NONEU_Balkan,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.423666713,0.405661172,0.01046684,0.02093368,,
NONEU_Balkan,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,3.241292256,4.135013571,3.544300181,3.263809842,2.726068038,
NONEU_Balkan,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,0.927568357,0.804523575,,,,
NONEU_Balkan,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,1.986600769,0.285422897,,,,
NONEU_Balkan,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,5.865716715,5.671897939,2.064164253,1.21205972,0.366772594,0.002350641
NONEU_Balkan,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,0.150731572,0.222764459,,0.036558305,0.018034144,
NONEU_Balkan,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,4.274911986,4.624688898,4.489247775,4.228695963,3.570469108,2.168479711
NONEU_Balkan,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,1.79755136,0.113729284,,,,
NONEU_Balkan,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,1.379281788,0.115171513,,,,
NONEU_Balkan,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.808400879,1.200465398,,,,
NONEU_Balkan,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,42.34118485,35.41922147,25.51412069,15.10058675,,
NONEU_Balkan,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,1.529447319,1.516422532,1.277888083,
NONEU_Balkan,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,0.551172364,0.543210002,0.535123835,0.061520218,,
NONEU_Balkan,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,0.305154098,0.291580385,0.234303425,0.195758171,0.162406379,
NONEU_Balkan,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.082907368,0.059926468,,,,
NONEU_Balkan,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,4.914392199,4.181015044,2.601623016,1.441253825,,
NONEU_Balkan,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.020255413,0.063817152,0.06053658,0.058245535,
