Region,Category,Technology,Mode,Fuel,Timeslice,Type,Unit,Scenario,2015,2020,2025,2030,2035,2040,2045,2050
DolAmroth,Industry,HMI_Steam_Electric,1,Power,3668,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,-0.572991813,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,3912,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,-0.788013353,-1.135555346,-1.532457113,-3.133577818
DolAmroth,Industry,HMI_Steam_Electric,1,Power,4156,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,4400,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,-0.047019072,-0.280475636,-0.849216615
DolAmroth,Industry,HMI_Steam_Electric,1,Power,4644,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,-0.359850479
DolAmroth,Industry,HMI_Steam_Electric,1,Power,4888,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,5132,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,-0.621845819
DolAmroth,Industry,HMI_Steam_Electric,1,Power,5376,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,-2.470784845
DolAmroth,Industry,HMI_Steam_Electric,1,Power,5620,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,5864,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,6108,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,-0.178327823
DolAmroth,Industry,HMI_Steam_Electric,1,Power,6352,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,6596,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,6840,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,-0.392545121
DolAmroth,Industry,HMI_Steam_Electric,1,Power,7084,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,-3.133577818
DolAmroth,Industry,HMI_Steam_Electric,1,Power,7328,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,-0.170633539,-1.497665581
DolAmroth,Industry,HMI_Steam_Electric,1,Power,7572,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.002849583,,,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,7816,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,8060,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Power,8304,Use,PJ,MiddleEarth_globalLimit,-0.010425303,-0.010177082,-0.009304583,-0.008225251,,,,-0.203099673
DolAmroth,Industry,HMI_Steam_Electric,1,Power,8548,Use,PJ,MiddleEarth_globalLimit,-0.002919085,-0.010177082,-0.009304583,-0.008225251,-0.788013353,-1.428480348,-1.369993103,-1.39336874
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,8,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,,,0.844833264,1.735141673,1.710323546,2.680758806
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,252,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,,,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,496,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,2.717468523
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,740,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,984,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,1.734230633,2.700605656
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,1228,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,1472,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,1716,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,,,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,1960,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,2204,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,1.11047722,3.64748458
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,2448,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,0.607671459,2.376903664
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,2692,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,2936,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,0.475014733,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,3180,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,0.72634416,3.64748458
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,3424,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,0.831923134,1.735141673,1.734230633,3.64748458
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,3668,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,0.648435735,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,3912,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,0.844833264,1.250338508,1.734230633,3.64748458
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,4156,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,4400,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,0.05177181,0.317404928,0.98848814
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,4644,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,0.418865957
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,4888,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,5132,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,0.723828533
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,5376,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,2.875993559
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,5620,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,5864,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,6108,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,0.207573586
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,6352,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,6596,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,6840,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,0.45692252
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,7084,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,3.64748458
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,7328,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,0.193100288,1.743282736
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,7572,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.002831512,,,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,7816,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,8060,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,8304,Production,PJ,MiddleEarth_globalLimit,0.010112544,0.010112544,0.009476718,0.008592224,,,,0.236408019
DolAmroth,Industry,HMI_Steam_Electric,1,Heat_Medium_Industrial,8548,Production,PJ,MiddleEarth_globalLimit,0.002831512,0.010112544,0.009476718,0.008592224,0.844833264,1.572872686,1.550375528,1.621881214
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,8,Use,PJ,MiddleEarth_globalLimit,-1.213057151,-0.761100271,-0.656078067,,,,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,252,Use,PJ,MiddleEarth_globalLimit,-1.942856478,-1.433847285,-1.271125309,-1.677770018,,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,496,Use,PJ,MiddleEarth_globalLimit,-4.520978272,-3.810423525,-3.443868748,-3.634840195,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,740,Use,PJ,MiddleEarth_globalLimit,-7.010667077,-6.105480054,-5.542084212,-4.414460761,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,984,Use,PJ,MiddleEarth_globalLimit,-7.925317577,-6.948627438,-6.312917024,-4.414460761,-2.162282089,-0.847125589,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,1228,Use,PJ,MiddleEarth_globalLimit,-5.572198493,-4.779464245,-4.32979735,-4.005638345,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,1472,Use,PJ,MiddleEarth_globalLimit,-2.993667952,-2.402511212,-2.156709435,-2.475448313,,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,1716,Use,PJ,MiddleEarth_globalLimit,-1.942856478,-1.433847285,-1.271125309,-1.677770018,,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,1960,Use,PJ,MiddleEarth_globalLimit,-3.894524012,-3.232942541,-2.915916816,-3.159294411,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,2204,Use,PJ,MiddleEarth_globalLimit,-4.335036132,-3.639017475,-3.287163752,-3.493690223,-1.770710513,-0.606638073,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,2448,Use,PJ,MiddleEarth_globalLimit,-4.398188416,-3.697232808,-3.340386106,-2.557444313,,-0.197737064,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,2692,Use,PJ,MiddleEarth_globalLimit,-3.258853952,-2.646966206,-2.380198156,-2.67675285,,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,2936,Use,PJ,MiddleEarth_globalLimit,-5.01789994,-4.268498171,-3.862655516,-4.012056887,-1.439892645,-0.847125589,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,3180,Use,PJ,MiddleEarth_globalLimit,-5.777307027,-4.968538349,-4.502655057,-4.414460761,-1.35476186,-0.517289033,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,3424,Use,PJ,MiddleEarth_globalLimit,-6.852943536,-6.394649557,-5.409160783,-4.414460761,-0.366156881,,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,3668,Use,PJ,MiddleEarth_globalLimit,-5.168006452,-4.406870055,-3.989159601,-4.126003784,-2.162282089,-0.847125589,-0.049493044,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,3912,Use,PJ,MiddleEarth_globalLimit,-4.398188416,-3.697232808,-3.340386106,-3.541629561,,,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,4156,Use,PJ,MiddleEarth_globalLimit,-2.752762802,-2.180438905,-1.953683695,-2.292575539,,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,4400,Use,PJ,MiddleEarth_globalLimit,-3.993311445,-3.324007233,-2.999171124,-3.234284638,,,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,4644,Use,PJ,MiddleEarth_globalLimit,-4.863031987,-4.125737074,-3.732138669,-3.894495548,,-0.355644619,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,4888,Use,PJ,MiddleEarth_globalLimit,-6.759906753,-5.874323004,-5.330752904,-4.414460761,-0.303500729,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,5132,Use,PJ,MiddleEarth_globalLimit,-6.080984771,-5.248475982,-4.758583163,-4.414460761,-1.916539969,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,5376,Use,PJ,MiddleEarth_globalLimit,-5.30760498,-4.53555542,-4.106807955,-4.231973997,,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,5620,Use,PJ,MiddleEarth_globalLimit,-3.344971492,-2.726351478,-2.452774758,-2.742125273,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,5864,Use,PJ,MiddleEarth_globalLimit,-4.068105738,-3.392954456,-3.062204922,-3.291061506,,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,6108,Use,PJ,MiddleEarth_globalLimit,-4.863031987,-4.125737074,-3.732138669,-3.894495548,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,6352,Use,PJ,MiddleEarth_globalLimit,-6.736721768,-5.852950514,-5.311213477,-4.414460761,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,6596,Use,PJ,MiddleEarth_globalLimit,-7.924342448,-6.94772854,-6.312095222,-4.414460761,-1.087696591,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,6840,Use,PJ,MiddleEarth_globalLimit,-8.51854288,-7.49547715,-6.81286485,-3.897504732,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,7084,Use,PJ,MiddleEarth_globalLimit,-7.384387361,-6.449984627,-5.857041518,-4.414460761,-0.724060757,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,7328,Use,PJ,MiddleEarth_globalLimit,-3.76462735,-3.113200595,-2.806444826,-3.060688951,-0.640478895,-0.847125589,,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,7572,Use,PJ,MiddleEarth_globalLimit,-1.175686783,-0.726651344,-0.624583736,-1.09540617,,-0.610418143,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,7816,Use,PJ,MiddleEarth_globalLimit,-2.586230276,-2.026925117,-2.239244112,-2.166159541,-1.921748309,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,8060,Use,PJ,MiddleEarth_globalLimit,-6.308476262,-5.458183247,-4.950304378,-4.414460761,-1.479779054,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,8304,Use,PJ,MiddleEarth_globalLimit,-8.51854288,-7.49547715,-6.81286485,-4.414460761,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Hardcoal,8548,Use,PJ,MiddleEarth_globalLimit,-10.05296757,-8.732515229,-7.508549673,-4.414460761,-2.162282089,-0.847125589,-0.165972865,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,8,Use,PJ,MiddleEarth_globalLimit,-0.303264288,-0.190275068,-0.164019517,,,,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,252,Use,PJ,MiddleEarth_globalLimit,-0.485714119,-0.358461821,-0.317781327,-0.419442505,,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,496,Use,PJ,MiddleEarth_globalLimit,-1.130244568,-0.952605881,-0.860967187,-0.908710049,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,740,Use,PJ,MiddleEarth_globalLimit,-1.752666769,-1.526370014,-1.385521053,-1.10361519,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,984,Use,PJ,MiddleEarth_globalLimit,-1.981329394,-1.73715686,-1.578229256,-1.10361519,-0.540570522,-0.211781397,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,1228,Use,PJ,MiddleEarth_globalLimit,-1.393049623,-1.194866061,-1.082449338,-1.001409586,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,1472,Use,PJ,MiddleEarth_globalLimit,-0.748416988,-0.600627803,-0.539177359,-0.618862078,,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,1716,Use,PJ,MiddleEarth_globalLimit,-0.485714119,-0.358461821,-0.317781327,-0.419442505,,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,1960,Use,PJ,MiddleEarth_globalLimit,-0.973631003,-0.808235635,-0.728979204,-0.789823603,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,2204,Use,PJ,MiddleEarth_globalLimit,-1.083759033,-0.909754369,-0.821790938,-0.873422556,-0.442677628,-0.151659518,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,2448,Use,PJ,MiddleEarth_globalLimit,-1.099547104,-0.924308202,-0.835096527,-0.639361078,,-0.049434266,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,2692,Use,PJ,MiddleEarth_globalLimit,-0.814713488,-0.661741552,-0.595049539,-0.669188212,,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,2936,Use,PJ,MiddleEarth_globalLimit,-1.254474985,-1.067124543,-0.965663879,-1.003014222,-0.359973161,-0.211781397,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,3180,Use,PJ,MiddleEarth_globalLimit,-1.444326757,-1.242134587,-1.125663764,-1.10361519,-0.338690465,-0.129322258,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,3424,Use,PJ,MiddleEarth_globalLimit,-1.713235884,-1.598662389,-1.352290196,-1.10361519,-0.09153922,,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,3668,Use,PJ,MiddleEarth_globalLimit,-1.292001613,-1.101717514,-0.9972899,-1.031500946,-0.540570522,-0.211781397,-0.012373261,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,3912,Use,PJ,MiddleEarth_globalLimit,-1.099547104,-0.924308202,-0.835096527,-0.88540739,,,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,4156,Use,PJ,MiddleEarth_globalLimit,-0.6881907,-0.545109726,-0.488420924,-0.573143885,,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,4400,Use,PJ,MiddleEarth_globalLimit,-0.998327861,-0.831001808,-0.749792781,-0.80857116,,,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,4644,Use,PJ,MiddleEarth_globalLimit,-1.215757997,-1.031434268,-0.933034667,-0.973623887,,-0.088911155,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,4888,Use,PJ,MiddleEarth_globalLimit,-1.689976688,-1.468580751,-1.332688226,-1.10361519,-0.075875182,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,5132,Use,PJ,MiddleEarth_globalLimit,-1.520246193,-1.312118995,-1.189645791,-1.10361519,-0.479134992,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,5376,Use,PJ,MiddleEarth_globalLimit,-1.326901245,-1.133888855,-1.026701989,-1.057993499,,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,5620,Use,PJ,MiddleEarth_globalLimit,-0.836242873,-0.681587869,-0.61319369,-0.685531318,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,5864,Use,PJ,MiddleEarth_globalLimit,-1.017026434,-0.848238614,-0.765551231,-0.822765376,,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,6108,Use,PJ,MiddleEarth_globalLimit,-1.215757997,-1.031434268,-0.933034667,-0.973623887,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,6352,Use,PJ,MiddleEarth_globalLimit,-1.684180442,-1.463237628,-1.327803369,-1.10361519,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,6596,Use,PJ,MiddleEarth_globalLimit,-1.981085612,-1.736932135,-1.578023806,-1.10361519,-0.271924148,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,6840,Use,PJ,MiddleEarth_globalLimit,-2.12963572,-1.873869288,-1.703216212,-0.974376183,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,7084,Use,PJ,MiddleEarth_globalLimit,-1.84609684,-1.612496157,-1.464260379,-1.10361519,-0.181015189,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,7328,Use,PJ,MiddleEarth_globalLimit,-0.941156837,-0.778300149,-0.701611207,-0.765172238,-0.160119724,-0.211781397,,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,7572,Use,PJ,MiddleEarth_globalLimit,-0.293921696,-0.181662836,-0.156145934,-0.273851542,,-0.152604536,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,7816,Use,PJ,MiddleEarth_globalLimit,-0.646557569,-0.506731279,-0.559811028,-0.541539885,-0.480437077,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,8060,Use,PJ,MiddleEarth_globalLimit,-1.577119065,-1.364545812,-1.237576095,-1.10361519,-0.369944764,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,8304,Use,PJ,MiddleEarth_globalLimit,-2.12963572,-1.873869288,-1.703216212,-1.10361519,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Gas_Natural,8548,Use,PJ,MiddleEarth_globalLimit,-2.513241892,-2.183128807,-1.877137418,-1.10361519,-0.540570522,-0.211781397,-0.041493216,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,8,Production,PJ,MiddleEarth_globalLimit,0.757341906,0.484723655,0.426329161,,,,,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,252,Production,PJ,MiddleEarth_globalLimit,1.21297387,0.913177571,0.825995889,1.11264598,,0.585525408,0.117159744,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,496,Production,PJ,MiddleEarth_globalLimit,2.82255976,2.426753069,2.237876478,2.410515319,1.463767968,0.585525408,0.117159744,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,740,Production,PJ,MiddleEarth_globalLimit,4.376934723,3.888410923,3.601327694,2.927535936,1.463767968,0.585525408,0.117159744,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,984,Production,PJ,MiddleEarth_globalLimit,4.947973896,4.425388109,4.102226173,2.927535936,1.463767968,0.585525408,,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,1228,Production,PJ,MiddleEarth_globalLimit,3.478862824,3.043908229,2.813565892,2.65641736,1.463767968,0.585525408,0.117159744,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,1472,Production,PJ,MiddleEarth_globalLimit,1.869021744,1.530092762,1.401461457,1.641641932,,0.585525408,0.117159744,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,1716,Production,PJ,MiddleEarth_globalLimit,1.21297387,0.913177571,0.825995889,1.11264598,,0.585525408,0.117159744,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,1960,Production,PJ,MiddleEarth_globalLimit,2.431448704,2.058971445,1.89480556,2.095147838,1.463767968,0.585525408,0.117159744,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,2204,Production,PJ,MiddleEarth_globalLimit,2.706471433,2.317589309,2.136047271,2.316908957,1.198691578,0.419302651,,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,2448,Production,PJ,MiddleEarth_globalLimit,2.745898983,2.35466504,2.170631938,1.696019182,,0.136674038,,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,2692,Production,PJ,MiddleEarth_globalLimit,2.034583994,1.685779369,1.54668771,1.77514097,,0.585525408,0.117159744,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,2936,Production,PJ,MiddleEarth_globalLimit,3.13280038,2.718488107,2.510010269,2.660673942,0.974742723,0.585525408,,
DolAmroth,Industry,HHI_BF_BOF,2,Heat_High_Industrial,3180,Production,PJ,MiddleEarth_globalLimit,3.606917209,3.164324282,2.925891368,2.927535936,0.917113001,0.357545418,0.117159744,
